epoch,lr,next_lr,train_loss,train_acc,val_loss,val_acc,best_val_acc,epoch_time_sec
1,0.1,0.09990133642141358,1.508643117819892,0.43564444444444445,1.478802837562561,0.5178,0.5178,32.18155849999994
2,0.09990133642141358,0.0996057350657239,1.0869455436282687,0.6115111111111111,1.0799385334968568,0.6206,0.6206,32.35798049999994
3,0.0996057350657239,0.09911436253643444,0.928721912267473,0.6716,1.181284046268463,0.6144,0.6206,32.96473879999985
4,0.09911436253643444,0.09842915805643154,0.8310380651262071,0.7093111111111111,1.196241641998291,0.6094,0.6206,33.80021500000021
5,0.09842915805643154,0.09755282581475767,0.7665681266678704,0.7330222222222222,1.0672425825119018,0.6378,0.6378,34.0608514999999
6,0.09755282581475767,0.09648882429441256,0.7311555979728699,0.7448888888888889,1.272494681930542,0.6116,0.6378,34.32397260000016
7,0.09648882429441256,0.09524135262330098,0.7010681633207533,0.7589111111111111,0.768203942489624,0.7388,0.7388,34.88705549999986
8,0.09524135262330098,0.09381533400219318,0.66463917265998,0.7707555555555555,0.8976740960121155,0.7034,0.7388,35.22349970000005
9,0.09381533400219318,0.09221639627510075,0.6492070209715102,0.7768666666666667,1.6299015506744385,0.5386,0.7388,34.82136739999987
10,0.09221639627510075,0.09045084971874737,0.6308632913907369,0.7827777777777778,0.8449020143508911,0.7182,0.7388,34.24448910000001
11,0.09045084971874737,0.08852566213878946,0.6202502169503106,0.7871333333333334,1.2525926618576049,0.633,0.7388,33.85223739999992
12,0.08852566213878946,0.08644843137107057,0.6020093024571737,0.7930666666666667,0.9017160453796387,0.7212,0.7388,34.35569630000009
13,0.08644843137107057,0.08422735529643442,0.5935168630282084,0.7948444444444445,0.7946918702125549,0.7422,0.7422,36.1448747000004
14,0.08422735529643442,0.08187119948743447,0.5799233638763428,0.8008888888888889,0.9284763963699341,0.71,0.7422,35.92017850000002
15,0.08187119948743447,0.07938926261462366,0.5675183943536547,0.8036,1.0586910860061645,0.6856,0.7422,36.756159600000046
16,0.07938926261462366,0.07679133974894982,0.5577165852652656,0.8079111111111111,0.8051634531021118,0.7298,0.7422,39.911085500000354
17,0.07679133974894982,0.07408768370508576,0.5508114242341783,0.8129555555555555,0.9345857879638672,0.7052,0.7422,37.79657580000003
18,0.07408768370508576,0.07128896457825362,0.5448585642284817,0.8141333333333334,0.6933846033096314,0.7682,0.7682,38.49903319999976
19,0.07128896457825362,0.06840622763423389,0.5336090747833252,0.8174888888888889,0.939896959733963,0.7024,0.7682,37.21856430000025
20,0.06840622763423389,0.06545084971874736,0.523813719230228,0.8191555555555555,0.7709982309341431,0.753,0.7682,37.40171650000002
21,0.06545084971874736,0.06243449435824272,0.5113952723821005,0.8255777777777777,0.7170324774742126,0.7716,0.7716,36.496203499999865
22,0.06243449435824272,0.05936906572928623,0.5076375477684869,0.8267333333333333,0.579725863456726,0.8022,0.8022,35.016223399999944
23,0.05936906572928623,0.056266661678215216,0.49950475268893774,0.8299777777777778,0.6576135887145996,0.7874,0.8022,34.92156939999995
24,0.056266661678215216,0.053139525976465665,0.4860489036348131,0.8330222222222222,0.6402004670143128,0.7862,0.8022,34.53686620000008
25,0.053139525976465665,0.049999999999999996,0.4823645309872097,0.8359777777777778,0.6976842203140259,0.7608,0.8022,34.32273320000013
26,0.049999999999999996,0.046860474023534326,0.4684978479968177,0.8399555555555556,0.8123972358703613,0.7388,0.8022,33.473307300000215
27,0.046860474023534326,0.04373333832178478,0.46338708657158745,0.8400888888888889,1.241102553653717,0.6524,0.8022,33.28103090000013
28,0.04373333832178478,0.040630934270713764,0.4499576406266954,0.8472444444444445,0.5432318832397461,0.8204,0.8204,33.51369180000029
29,0.040630934270713764,0.03756550564175726,0.4406889274173313,0.8492444444444445,0.6475850469589234,0.7912,0.8204,34.684743900000285
30,0.03756550564175726,0.03454915028125265,0.43049706213209366,0.8525111111111111,0.6800410718917846,0.7786,0.8204,36.04370029999973
31,0.03454915028125265,0.03159377236576612,0.417448420074251,0.8577333333333333,0.7347338007926941,0.7578,0.8204,36.30013599999984
32,0.03159377236576612,0.028711035421746366,0.4087900349352095,0.8607555555555556,0.6151643829345703,0.804,0.8204,36.265418800000134
