epoch,lr,next_lr,train_loss,train_acc,val_loss,val_acc,best_val_acc,epoch_time_sec
1,0.1,0.0999013364214135,1.4670181841956245,0.4557111111111111,1.5056366701126098,0.4976,0.4976,33.869116599999984
2,0.0999013364214135,0.0996057350657239,1.053840552277035,0.6216666666666667,1.186293514251709,0.5824,0.5824,31.584988200000023
3,0.0996057350657239,0.0991143625364344,0.8955709939108955,0.6832444444444444,0.9840715440750122,0.6606,0.6606,31.499011199999984
4,0.0991143625364344,0.0984291580564315,0.8071248523712158,0.7172666666666667,1.1215439905166626,0.6278,0.6606,31.830118099999996
5,0.0984291580564315,0.0975528258147576,0.7409830531438192,0.7432666666666666,1.4930480838775635,0.5612,0.6606,30.73511780000001
6,0.0975528258147576,0.0964888242944125,0.7016065331459045,0.7551555555555556,1.0597661829948426,0.6786,0.6786,30.57807699999995
7,0.0964888242944125,0.0952413526233009,0.6747186874177721,0.7676666666666667,1.112825917339325,0.66,0.6786,31.110604599999988
8,0.0952413526233009,0.0938153340021931,0.6481944817966885,0.7766222222222222,0.7204964810848236,0.7542,0.7542,30.904773899999952
9,0.0938153340021931,0.0922163962751007,0.6324446541256374,0.7822,1.223535371208191,0.6414,0.7542,31.006375500000047
10,0.0922163962751007,0.0904508497187473,0.6143549838383993,0.7887333333333333,0.7778071462631225,0.737,0.7542,31.660991900000056
11,0.0904508497187473,0.0885256621387894,0.6044327773941888,0.7923777777777777,0.8373833883285522,0.7278,0.7542,32.61604449999993
12,0.0885256621387894,0.0864484313710705,0.5954818157513936,0.7952888888888889,0.7781212846755982,0.7384,0.7542,32.9709360999999
13,0.0864484313710705,0.0842273552964344,0.5833366441779666,0.8003777777777777,0.8246968851089478,0.7202,0.7542,32.42472669999995
14,0.0842273552964344,0.0818711994874344,0.5697024053149753,0.8067555555555556,1.1182303630828858,0.6614,0.7542,33.17130129999998
15,0.0818711994874344,0.0793892626146236,0.5622608285586039,0.8066444444444445,1.238352154827118,0.6608,0.7542,32.79856210000003
16,0.0793892626146236,0.0767913397489498,0.5510340088261498,0.8095555555555556,0.9996212060928344,0.6996,0.7542,33.58726709999996
17,0.0767913397489498,0.0740876837050857,0.5372225063959758,0.8180666666666667,0.7043556607246398,0.762,0.762,34.31168769999999
18,0.0740876837050857,0.0712889645782536,0.5355916323767768,0.817,0.8527071496963501,0.72,0.762,34.90910070000007
19,0.0712889645782536,0.0684062276342338,0.5261385163837009,0.8204888888888889,0.6848726927757263,0.7706,0.7706,35.11830470000007
20,0.0684062276342338,0.0654508497187473,0.5155362637519837,0.8231555555555555,0.7455606798171998,0.7466,0.7706,37.6543901
21,0.0654508497187473,0.0624344943582427,0.5125814492225647,0.8261555555555555,0.8112757984161377,0.743,0.7706,36.179266700000085
22,0.0624344943582427,0.0593690657292862,0.4991108328713311,0.8292222222222222,1.242930353546143,0.664,0.7706,36.15486419999991
23,0.0593690657292862,0.0562666616782152,0.493163730096817,0.8317111111111111,0.6974741142272949,0.7692,0.7706,35.8182491
24,0.0562666616782152,0.0531395259764656,0.4806604257159763,0.8342222222222222,0.7115153919219971,0.7734,0.7734,35.73331010000004
25,0.0531395259764656,0.0499999999999999,0.4753314297888014,0.8380444444444445,0.6368172452926636,0.8016,0.8016,35.939247199999954
26,0.0499999999999999,0.0468604740235343,0.4617320421536763,0.8424,0.7059301611900329,0.7634,0.8016,35.495619199999965
27,0.0468604740235343,0.0437333383217847,0.4536943623648749,0.8440666666666666,0.7743656409263611,0.743,0.8016,34.92282339999997
28,0.0437333383217847,0.0406309342707137,0.4497556806352403,0.8466888888888889,0.6930474178314209,0.7798,0.8016,34.51060059999986
29,0.0406309342707137,0.0375655056417572,0.4397445463021596,0.8492888888888889,0.5836772093772888,0.7998,0.8016,34.74123369999984
30,0.0375655056417572,0.0345491502812526,0.4236375559382968,0.8560666666666666,0.7164511211395264,0.7736,0.8016,34.73351750000006
31,0.0345491502812526,0.0315937723657661,0.4155562310960558,0.8570666666666666,0.6228760689735413,0.7898,0.8016,34.91588789999992
32,0.0315937723657661,0.0287110354217463,0.4056278871377309,0.8609777777777777,0.5737274718761444,0.8168,0.8168,34.859152700000095
