epoch,lr,next_lr,train_loss,train_acc,val_loss,val_acc,best_val_acc,epoch_time_sec
16,0.07938926261462366,0.07679133974894982,1.141698939090305,0.5924,1.2244245908737184,0.5614,0.6234,40.73883870000009
17,0.07679133974894982,0.07408768370508576,1.0959671836853027,0.6126888888888888,1.0529586683273315,0.6336,0.6336,41.03143920000002
18,0.07408768370508576,0.07128896457825362,1.0633280489179824,0.6195111111111111,1.0834402965545655,0.617,0.6336,40.97507489999998
19,0.07128896457825362,0.06840622763423389,1.0414555054982504,0.6290444444444444,1.2226266054153443,0.5718,0.6336,40.48587230000021
20,0.06840622763423389,0.06545084971874736,1.0198872612423366,0.6379555555555556,1.182509410095215,0.5996,0.6336,40.605212200000096
21,0.06545084971874736,0.06243449435824272,1.0025210990164015,0.6430888888888889,1.0096612015724182,0.6468,0.6468,40.91768180000008
22,0.06243449435824272,0.05936906572928623,0.9692977915445964,0.6557555555555555,1.1614044410705566,0.606,0.6468,40.46245390000013
23,0.05936906572928623,0.056266661678215216,0.9461250509050158,0.6684888888888889,1.1779548906326294,0.619,0.6468,40.954982799999925
24,0.056266661678215216,0.053139525976465665,0.9331691296471489,0.6717333333333333,0.8859452869415283,0.6792,0.6792,40.991477399999894
25,0.053139525976465665,0.049999999999999996,0.9025009865230984,0.6823333333333333,1.0360774669647217,0.6384,0.6792,41.27058679999982
26,0.049999999999999996,0.046860474023534326,0.877977952893575,0.6947111111111111,0.8384959708213806,0.7092,0.7092,40.38478579999992
27,0.046860474023534326,0.04373333832178478,0.8630907338460286,0.701,1.0610941149234772,0.6456,0.7092,40.10491869999987
28,0.04373333832178478,0.040630934270713764,0.8424311869303386,0.7058,0.9039187902450562,0.6926,0.7092,40.486743299999944
29,0.040630934270713764,0.03756550564175726,0.8196351345804003,0.7123111111111111,0.8175026596069336,0.7266,0.7266,40.752057599999716
30,0.03756550564175726,0.03454915028125265,0.8069576880878873,0.7198444444444444,0.829430537033081,0.7116,0.7266,41.13610229999995
31,0.03454915028125265,0.03159377236576612,0.775069249481625,0.7321333333333333,0.9450239446640014,0.6748,0.7266,41.352913400000034
32,0.03159377236576612,0.028711035421746366,0.7589143091095818,0.7370444444444444,0.8413040696144104,0.7112,0.7266,41.260529300000144
33,0.028711035421746366,0.025912316294914226,0.7400008491939969,0.7447333333333334,0.854968808555603,0.715,0.7266,41.44793660000005
34,0.025912316294914226,0.023208660251050155,0.7203274954689873,0.7515333333333334,0.7935044966697693,0.7222,0.7266,40.57603400000016
35,0.023208660251050155,0.020610737385376346,0.7070810609711541,0.7529111111111111,0.7017900088310242,0.7612,0.7612,41.212984100000085
36,0.020610737385376346,0.01812880051256551,0.6814372104114956,0.7627777777777778,0.6379311529159546,0.7788,0.7788,41.27598249999983
37,0.01812880051256551,0.015772644703565562,0.658329005686442,0.7732444444444444,0.6626069496154785,0.7684,0.7788,41.129610700000285
38,0.015772644703565562,0.013551568628929433,0.6428280287954542,0.7769111111111111,0.6456722108840942,0.7818,0.7818,41.39833060000001
39,0.013551568628929433,0.011474337861210542,0.6233866861661275,0.7844666666666666,0.6149530226707458,0.7878,0.7878,41.74038029999974
40,0.011474337861210542,0.009549150281252632,0.6006300995720757,0.7936,0.6007501307487488,0.7952,0.7952,40.70807109999987
41,0.009549150281252632,0.007783603724899257,0.580276117155287,0.7990222222222222,0.5866855249404908,0.7922,0.7952,39.85376630000019
42,0.007783603724899257,0.0061846659978068205,0.5678743969811334,0.8030666666666667,0.5594970811843872,0.8042,0.8042,39.52884300000005
43,0.0061846659978068205,0.004758647376699033,0.5418860237969293,0.8124888888888889,0.5582732025623321,0.807,0.807,39.1522144999999
44,0.004758647376699033,0.0035111757055874327,0.5229987529860602,0.8200888888888889,0.52949372048378,0.8202,0.8202,39.75954840000031
45,0.0035111757055874327,0.0024471741852423235,0.5096264670689901,0.8231111111111111,0.5393893188476563,0.8146,0.8202,39.68030180000005
46,0.0024471741852423235,0.0015708419435684518,0.4891176564481523,0.8299111111111112,0.5162941167831421,0.8194,0.8202,39.254957600000125
47,0.0015708419435684518,0.000885637463565564,0.4797885933187273,0.8340222222222222,0.5049974106788635,0.8214,0.8214,40.44007650000003
48,0.000885637463565564,0.00039426493427611173,0.47677995332611933,0.8351111111111111,0.502931801366806,0.8242,0.8242,38.855242499999804
49,0.00039426493427611173,9.866357858642205e-05,0.4632419441011217,0.8395333333333334,0.4987810704231262,0.8234,0.8242,39.31818370000019
50,9.866357858642205e-05,0.0,0.46352337221569484,0.8372666666666667,0.49931715741157534,0.823,0.8242,39.18606260000024
