epoch,lr,next_lr,train_loss,train_acc,val_loss,val_acc,best_val_acc,epoch_time_sec
1,0.1,0.09990133642141358,2.9869402450561524,0.12624444444444444,2.3194374340057373,0.13,0.13,43.623057300000255
2,0.09990133642141358,0.0996057350657239,2.2375019013722737,0.1981111111111111,2.11572960319519,0.2344,0.2344,41.617634299999736
3,0.0996057350657239,0.09911436253643444,2.098907090971205,0.23155555555555554,2.026744769668579,0.2574,0.2574,40.50843840000016
4,0.09911436253643444,0.09842915805643154,1.9676144062466092,0.27211111111111114,1.9157436874389648,0.2958,0.2958,42.23857240000052
5,0.09842915805643154,0.09755282581475767,1.8840071034325494,0.2995555555555556,1.9165226238250732,0.3058,0.3058,43.70891239999946
6,0.09755282581475767,0.09648882429441256,1.78927300813463,0.3354888888888889,1.7669615085601806,0.3382,0.3382,40.98684599999979
7,0.09648882429441256,0.09524135262330098,1.7210917911741468,0.35606666666666664,1.6419748355865478,0.387,0.387,40.70420970000032
8,0.09524135262330098,0.09381533400219318,1.635322892634074,0.39313333333333333,1.5593422193527222,0.4242,0.4242,41.483627599999636
9,0.09381533400219318,0.09221639627510075,1.5609764291975232,0.4275555555555556,1.4347561563491822,0.4736,0.4736,40.53923229999964
10,0.09221639627510075,0.09045084971874737,1.4847229768329198,0.4577777777777778,1.379038712501526,0.5038,0.5038,43.20344830000067
11,0.09045084971874737,0.08852566213878946,1.4115805297427708,0.4876888888888889,1.5609801971435546,0.4466,0.5038,41.2491557000003
12,0.08852566213878946,0.08644843137107057,1.344192327202691,0.5161555555555556,1.355260767173767,0.5046,0.5046,42.05733919999966
13,0.08644843137107057,0.08422735529643442,1.2830791761822171,0.5404444444444444,1.2715988794326782,0.5506,0.5506,43.24973870000031
14,0.08422735529643442,0.08187119948743447,1.226552104780409,0.5600222222222222,1.3522602169036866,0.5042,0.5506,40.44053770000028
15,0.08187119948743447,0.07938926261462366,1.1864238527086046,0.5771111111111111,1.2857759029388427,0.5456,0.5506,42.21874979999939
16,0.07938926261462366,0.07679133974894982,1.1471847461064657,0.5914444444444444,1.4471394109725952,0.5024,0.5506,43.15072969999983
17,0.07679133974894982,0.07408768370508576,1.1209261342366537,0.6010222222222222,1.3276516151428224,0.535,0.5506,42.790631900000335
18,0.07408768370508576,0.07128896457825362,1.0999966700659858,0.6090888888888889,1.0705746185302734,0.6186,0.6186,42.452862500000265
19,0.07128896457825362,0.06840622763423389,1.0797635586420695,0.6153111111111111,1.0479560528755187,0.6344,0.6344,42.51135010000053
20,0.06840622763423389,0.06545084971874736,1.0695967008802625,0.6202,1.0565621545791626,0.6346,0.6346,41.82132629999978
21,0.06545084971874736,0.06243449435824272,1.0417047057257758,0.6274444444444445,1.0725292032241822,0.6236,0.6346,41.9686571000002
22,0.06243449435824272,0.05936906572928623,1.0204864478429159,0.6348444444444444,1.0152990859985351,0.639,0.639,41.729706300000544
23,0.05936906572928623,0.056266661678215216,1.0076034345520868,0.6419777777777778,1.0763891744613647,0.6322,0.639,41.80326749999949
24,0.056266661678215216,0.053139525976465665,0.99244760389328,0.6477555555555555,1.0009097946166992,0.6492,0.6492,41.680139000000054
25,0.053139525976465665,0.049999999999999996,0.980780254597134,0.6507777777777778,0.947936820602417,0.664,0.664,41.6894142000001
26,0.049999999999999996,0.046860474023534326,0.9588677278518677,0.6593777777777777,1.0413508865356444,0.6304,0.664,41.12820030000148
27,0.046860474023534326,0.04373333832178478,0.9406789936489529,0.6688222222222222,0.9101005141258239,0.6754,0.6754,42.183773000000656
28,0.04373333832178478,0.040630934270713764,0.9285654924498664,0.6728,0.9516225630760193,0.6718,0.6754,42.30807359999926
29,0.040630934270713764,0.03756550564175726,0.912098978720771,0.6808888888888889,1.0756701265335082,0.6326,0.6754,41.78760920000059
30,0.03756550564175726,0.03454915028125265,0.8928882017347548,0.686,1.0771220418930054,0.6266,0.6754,41.116802200000166
31,0.03454915028125265,0.03159377236576612,0.876814032512241,0.6911111111111111,0.9224627566337585,0.679,0.679,40.31288649999988
32,0.03159377236576612,0.028711035421746366,0.8610578572379218,0.6963111111111111,0.9450758006095886,0.6648,0.679,41.60319339999842
33,0.028711035421746366,0.025912316294914226,0.8417048615561591,0.7054,0.8649710103988647,0.7046,0.7046,41.81885600000169
34,0.025912316294914226,0.023208660251050155,0.8267030849774678,0.7089555555555556,0.9294593826293945,0.6742,0.7046,41.79949750000014
35,0.023208660251050155,0.020610737385376346,0.8068742020712959,0.7182666666666667,0.7942437399864197,0.7206,0.7206,42.502924899999925
36,0.020610737385376346,0.01812880051256551,0.7903912481943767,0.7214666666666667,0.8225599323272705,0.7126,0.7206,42.10686759999953
37,0.01812880051256551,0.015772644703565562,0.7638546467992995,0.7294444444444445,0.8163047849655152,0.7236,0.7236,40.74907970000095
38,0.015772644703565562,0.013551568628929433,0.7495493269602458,0.7364666666666667,0.7434999837875366,0.7372,0.7372,40.70546430000104
39,0.013551568628929433,0.011474337861210542,0.7264185428513421,0.7449777777777777,0.7265451895713806,0.7496,0.7496,40.72784539999884
40,0.011474337861210542,0.009549150281252632,0.7059177644941542,0.7491777777777778,0.7216274474143982,0.7454,0.7496,41.368505399999776
41,0.009549150281252632,0.007783603724899257,0.6892088262028164,0.7578222222222222,0.6842500823020935,0.7586,0.7586,41.51701619999949
42,0.007783603724899257,0.0061846659978068205,0.667318975215488,0.7649111111111111,0.681264937210083,0.756,0.7586,42.96905930000139
43,0.0061846659978068205,0.004758647376699033,0.6477713667551677,0.7724,0.6386261140823364,0.7752,0.7752,42.48464700000113
44,0.004758647376699033,0.0035111757055874327,0.6309964754634433,0.7796888888888889,0.6237016427993775,0.78,0.78,39.90895079999973
45,0.0035111757055874327,0.0024471741852423235,0.6101080719841852,0.7852222222222223,0.6188190356254578,0.7794,0.78,41.6017781999999
46,0.0024471741852423235,0.0015708419435684518,0.5947914891137017,0.7894666666666666,0.6200927434921265,0.7792,0.78,41.913379199999326
47,0.0015708419435684518,0.000885637463565564,0.5853757900238037,0.7938,0.5933775952339172,0.7916,0.7916,40.42822569999953
48,0.000885637463565564,0.00039426493427611173,0.5738072060796949,0.7980444444444444,0.5884469257354736,0.791,0.7916,39.08434739999939
49,0.00039426493427611173,9.866357858642205e-05,0.5625646062109205,0.8025777777777777,0.5885338710784912,0.7904,0.7916,39.14557599999898
50,9.866357858642205e-05,0.0,0.5582631268077426,0.8022888888888889,0.5871019895553589,0.7926,0.7926,41.5223477999989
